id_client;job_category;service_channel;nb_internet_products;contract_type;risk_of_credit;credit_flux;annual_flux;target
17222;8690E;PRO;1;1;7;0 a 70% de flux;8405;0
17223;9602A;PRO;2;1;6;0 a 70% de flux;40994,83;1
17224;6202A;PRO;2;1;5;0 a 70% de flux;31579,98;0
17225;1813Z;PRO;2;1;5;Pas de flux;;0
17226;4299Z;SPL;1;1;6;Pas de flux;;0
17227;6820B;ENTREPRISE;0;1;8;Plus de 70% de flux;784859,08;0
17228;8899B;PRO;1;1;7;Pas de flux;;0
17229;8121Z;BUREAU DE POSTE;0;1;7;Inconnu;2054,76;0
17230;3600Z;DFL;0;0;;Pas de flux;;0
17231;;CORPORATE;0;1;;Pas de flux;;0
17232;4932Z;BUREAU DE POSTE;1;1;5;0 a 70% de flux;16919,59;0
17233;4776Z;PRO;2;1;4;0 a 70% de flux;29284,26;1
17234;4120B;PRO;1;1;3;Pas de flux;;0
17235;6820B;BUREAU DE POSTE;0;1;9;Pas de flux;;0
17236;9602A;PRO;1;1;;Pas de flux;;0
17237;4941B;BUREAU DE POSTE;1;1;3;0 a 70% de flux;1776,07;0
17238;4725Z;PRO;2;1;5;Pas de flux;;0
17239;9602A;PRO;1;1;SUSP;0 a 70% de flux;42687,94;1
17240;4333Z;BUREAU DE POSTE;1;1;7;Inconnu;20877,87;0
17241;6820B;BUREAU DE POSTE;1;1;8;Inconnu;8640;0
17242;4619B;BUREAU DE POSTE;1;1;4;Inconnu;603;0
17243;6622Z;BUREAU DE POSTE;1;1;;Inconnu;6349,93;0
17244;9602A;PRO;0;3;RJ;0 a 70% de flux;173378,73;1
17245;7711A;BUREAU DE POSTE;1;1;6;Inconnu;11412,48;0
17246;4399C;BUREAU DE POSTE;2;1;2;Plus de 70% de flux;41802,59;0
17247;6820B;BUREAU DE POSTE;2;1;8;Inconnu;2711,31;0
17248;8552Z;BUREAU DE POSTE;1;1;8;0 a 70% de flux;1020;0
17249;7732Z;LBP LF;0;0;5;Pas de flux;;0
17250;4399C;ENTREPRISE;2;1;6;0 a 70% de flux;422863,68;0
17251;6820A;BUREAU DE POSTE;0;1;9;Inconnu;2275;0
17252;6201Z;PRO;2;1;;Pas de flux;;0
17253;6420Z;ENTREPRISE;1;1;4;Pas de flux;;0
17254;4311Z;PRO;2;1;4;0 a 70% de flux;22120;0
17255;4941B;ENTREPRISE;0;0;2;Pas de flux;;0
17256;4312A;LBP LF;0;0;7;Pas de flux;;0
17257;8211Z;PRO;2;1;3;0 a 70% de flux;77522,44;0
17258;4932Z;BUREAU DE POSTE;2;1;2;Inconnu;15102;0
17259;3213Z;BUREAU DE POSTE;2;1;7;Inconnu;8033;0
17260;4941B;LBP LF;0;0;9;Pas de flux;;0
17261;4332A;BUREAU DE POSTE;1;1;7;0 a 70% de flux;6428;0
17262;5920Z;ENTREPRISE;1;2;2;Pas de flux;;0
17263;6202A;PRO;2;1;5;Pas de flux;;0
17264;6820B;ENTREPRISE;1;1;9;0 a 70% de flux;573995,4;0
17265;7022Z;PRO;1;1;5;Inconnu;700;0
17266;7022Z;PRO;1;1;9;0 a 70% de flux;81129,4;0
17267;4621Z;PRO;2;1;9;0 a 70% de flux;50012,69;0
17268;7022Z;PRO;2;1;4;0 a 70% de flux;81241,27;0
17269;5610A;PRO;1;1;4;0 a 70% de flux;797,5;1
17270;9601B;PRO;1;1;3;0 a 70% de flux;15768,55;1
17271;6820B;BUREAU DE POSTE;2;1;9;Inconnu;20676,83;0
17272;6820B;ENTREPRISE;0;1;8;0 a 70% de flux;7000;0
17273;;PRO;1;1;;Pas de flux;;0
17274;0000Z;BUREAU DE POSTE;2;1;NC;Inconnu;5197,82;0
17275;4399C;PRO;2;1;3;0 a 70% de flux;90869,85;0
17276;4932Z;BUREAU DE POSTE;1;1;;Pas de flux;;0
17277;6820B;BUREAU DE POSTE;2;1;8;Inconnu;5805;0
17278;5610C;PRO;1;1;6;0 a 70% de flux;65701,89;1
17279;7112B;PRO;1;2;5;Pas de flux;;0
17280;4754Z;BUREAU DE POSTE;1;1;6;0 a 70% de flux;706,92;0
17281;4799B;BUREAU DE POSTE;0;1;4;Pas de flux;;0
17282;4711B;BUREAU DE POSTE;2;1;7;Inconnu;10466,38;0
17283;8690E;PRO;1;1;8;0 a 70% de flux;7520,14;0
17284;4677Z;A DISTANCE;1;1;3;Pas de flux;;0
17285;5610A;PRO;1;1;3;0 a 70% de flux;262581,84;1
17286;7430Z;PRO;1;1;9;0 a 70% de flux;2195,1;0
17287;6820B;BUREAU DE POSTE;0;1;8;Inconnu;4576;0
17288;4781Z;BUREAU DE POSTE;1;1;6;Inconnu;10130;0
17289;4399C;PRO;1;1;CESS;0 a 70% de flux;2840,19;0
17290;6820B;BUREAU DE POSTE;1;1;9;Pas de flux;;0
17291;7490B;PRO;1;1;;Pas de flux;;0
17292;8621Z;PRO;2;1;8;Inconnu;12529,48;1
17293;4776Z;PRO;2;1;2;0 a 70% de flux;21488,47;0
17294;4932Z;PRO;2;1;6;0 a 70% de flux;21653,96;1
17295;5221Z;A DISTANCE;1;1;5;0 a 70% de flux;32828;0
17296;4791B;PRO;1;1;;0 a 70% de flux;1110;0
17297;4520A;PRO;0;0;CESS;Plus de 70% de flux;533,99;1
17298;4791A;BUREAU DE POSTE;2;1;6;Pas de flux;;0
17299;;DOM;1;1;;Pas de flux;;0
17300;7120B;PRO;2;1;3;Inconnu;34565,18;0
17301;;BUREAU DE POSTE;1;1;;Inconnu;1328,64;0
17302;8690;PRO;2;1;9;0 a 70% de flux;4238,93;0
17303;0000Z;PRO;1;1;NC;0 a 70% de flux;5400;0
17304;4110;ENTREPRISE;0;2;4;Pas de flux;;0
17305;6820A;SPL;1;3;NC;0 a 70% de flux;35091474,65;0
17306;6630Z;BUREAU DE POSTE;0;1;9;Pas de flux;;0
17307;8899B;INSTITUTIONNEL;2;1;6;0 a 70% de flux;129754,37;1
17308;7112B;BUREAU DE POSTE;2;1;7;0 a 70% de flux;35222,6;0
17309;4120B;PRO;1;1;6;0 a 70% de flux;40842,27;0
17310;8720A;SPL;0;0;NC;Pas de flux;;0
17311;7022Z;BUREAU DE POSTE;1;1;;0 a 70% de flux;542,15;0
17312;7022Z;BUREAU DE POSTE;1;1;5;0 a 70% de flux;571;0
17313;4722Z;PRO;1;1;2;0 a 70% de flux;58052,76;1
17314;8130Z;A DISTANCE;1;1;6;0 a 70% de flux;21085,55;0
17315;4322B;A DISTANCE;2;1;7;0 a 70% de flux;3099,02;0
17316;3530Z;ENTREPRISE;2;1;5;0 a 70% de flux;2700;0
17317;6820B;SPL;0;1;9;Inconnu;17197,45;0
17318;5610A;ENTREPRISE;1;1;SUSP;0 a 70% de flux;163996,01;1
17319;5610A;ENTREPRISE;1;1;2;Pas de flux;;1
17320;6820B;ENTREPRISE;1;1;9;0 a 70% de flux;23400;0
17321;4399C;BUREAU DE POSTE;1;1;6;Plus de 70% de flux;18226,88;0
17322;4652Z;PRO;1;1;;0 a 70% de flux;83964,5;0
17323;4399C;BUREAU DE POSTE;2;1;4;Inconnu;38325,98;0
17324;7311Z;BUREAU DE POSTE;1;1;4;0 a 70% de flux;1231,08;0
17325;4399C;PRO;1;1;2;Pas de flux;;0
17326;;BUREAU DE POSTE;2;2;;Plus de 70% de flux;93692,1;0
17327;6820B;BUREAU DE POSTE;0;1;;Inconnu;3960,22;0
17328;4332B;PRO;1;1;5;0 a 70% de flux;6926,48;0
17329;4532Z;PRO;1;1;3;0 a 70% de flux;15283;0
17330;8130Z;PRO;1;1;2;0 a 70% de flux;60226,95;0
17331;8690;PRO;1;1;7;0 a 70% de flux;32978,75;0
17332;4773Z;PRO;2;1;7;0 a 70% de flux;2431,43;1
17333;4932Z;BUREAU DE POSTE;1;1;7;Inconnu;632,64;0
17334;5811Z;BUREAU DE POSTE;2;1;7;0 a 70% de flux;4326,1;0
17335;4332A;BUREAU DE POSTE;1;1;7;Inconnu;10807,95;0
17336;4110;BUREAU DE POSTE;1;1;6;Pas de flux;;0
17337;4711B;PRO;1;1;6;0 a 70% de flux;13868,39;1
17338;7022Z;PRO;1;1;8;0 a 70% de flux;3300;0
17339;2512Z;LBP LF;0;0;10;Pas de flux;;0
17340;4799B;LBP LF;0;0;9;Pas de flux;;0
17341;4399;LBP LF;0;0;6;Pas de flux;;0
17342;4646Z;LBP LF;0;0;9;Pas de flux;;0
17343;9313Z;PRO;1;1;4;0 a 70% de flux;1053,27;0
17344;8690E;PRO;1;1;;0 a 70% de flux;6410;0
17345;4673A;BUREAU DE POSTE;1;1;6;Plus de 70% de flux;117042,95;0
17346;1610A;BUREAU DE POSTE;1;1;;Inconnu;6000;0
17347;6820A;BUREAU DE POSTE;1;1;9;Inconnu;2073,63;0
17348;4932Z;BUREAU DE POSTE;1;1;6;Inconnu;49258,47;0
17349;7112B;PRO;1;1;4;Pas de flux;;0
17350;5920Z;PRO;1;1;9;0 a 70% de flux;19356,39;0
17351;4941A;LBP LF;0;0;7;Pas de flux;;0
17352;8621Z;PRO;1;1;7;0 a 70% de flux;7586;0
17353;4321A;PRO;2;1;4;0 a 70% de flux;118386,2;0
17354;9609Z;BUREAU DE POSTE;1;1;8;Plus de 70% de flux;1848,09;0
17355;8559A;PRO;1;1;6;0 a 70% de flux;12477,79;0
17356;1413Z;PRO;1;1;;Plus de 70% de flux;11867,27;0
17357;4399C;PRO;2;1;4;0 a 70% de flux;30179,57;0
17358;4779Z;BUREAU DE POSTE;2;1;7;Inconnu;8785,59;0
17359;8010Z;BUREAU DE POSTE;1;1;4;Inconnu;137356,61;0
17360;6820B;BUREAU DE POSTE;2;1;9;Inconnu;210;0
17361;4742Z;PRO;2;1;2;Plus de 70% de flux;31325,49;0
17362;4399C;BUREAU DE POSTE;2;1;2;0 a 70% de flux;49644;0
17363;4676Z;LBP LF;0;0;;Pas de flux;;0
17364;;PRO;1;1;;Pas de flux;;0
17365;4120B;BUREAU DE POSTE;1;1;5;Pas de flux;;0
17366;7010Z;ENTREPRISE;0;0;4;Pas de flux;;0
17367;4520A;BUREAU DE POSTE;2;1;NC;Inconnu;15648,07;0
17368;1629Z;BUREAU DE POSTE;1;1;6;Inconnu;2518,06;0
17369;4520A;BUREAU DE POSTE;1;1;4;Inconnu;15409,5;0
17370;7021Z;PRO;1;1;7;Pas de flux;;0
17371;5610C;BUREAU DE POSTE;1;1;2;0 a 70% de flux;9834;0
17372;6910Z;PRO;1;1;8;0 a 70% de flux;1500;0
17373;7112B;CORPORATE;0;3;6;Inconnu;11299467,16;0
17374;4110;BUREAU DE POSTE;1;1;6;Inconnu;8908,4;0
17375;6820B;ENTREPRISE;1;1;9;0 a 70% de flux;9400;0
17376;4120A;BUREAU DE POSTE;2;1;2;Inconnu;32300;0
17377;8542Z;INSTITUTIONNEL;1;1;7;Pas de flux;;0
17378;4941B;BUREAU DE POSTE;1;1;CESS;Pas de flux;;0
17379;4520A;PRO;1;1;6;Pas de flux;;1
17380;9609Z;PRO;2;1;CESS;0 a 70% de flux;6999,82;0
17381;5630Z;BUREAU DE POSTE;2;1;2;Inconnu;21554,95;0
17382;4399C;PRO;1;1;4;0 a 70% de flux;143789,81;0
17383;8690;PRO;1;1;8;0 a 70% de flux;20339,1;0
17384;4711C;PRO;2;1;5;0 a 70% de flux;50462,82;1
17385;7120A;PRO;2;1;7;Pas de flux;;1
17386;6311Z;PRO;1;1;9;0 a 70% de flux;44570;0
17387;4941A;BUREAU DE POSTE;1;1;4;Inconnu;10257,11;0
17388;6820B;BUREAU DE POSTE;1;1;9;0 a 70% de flux;6247,67;0
17389;9329Z;PRO;1;1;4;Inconnu;1800;0
17390;6820B;BUREAU DE POSTE;0;1;9;Pas de flux;;0
17391;7022Z;PRO;2;1;;0 a 70% de flux;12278,1;0
17392;4637Z;PRO;2;1;4;0 a 70% de flux;7706,42;1
17393;4772B;PRO;2;1;2;Pas de flux;;1
17394;0113Z;BUREAU DE POSTE;1;1;;Inconnu;13138;0
17395;6820B;PRO;1;1;9;0 a 70% de flux;9000;0
17396;4941B;LBP LF;0;0;6;Pas de flux;;0
17397;6820A;SPL;1;1;NC;Pas de flux;;0
17398;6420Z;LBP LF;0;0;4;Pas de flux;;0
17399;9499Z;PRO;1;1;7;0 a 70% de flux;2502,22;0
17400;4645Z;LBP LF;0;0;3;Pas de flux;;0
17401;6420Z;ENTREPRISE;0;1;7;Pas de flux;;0
17402;4312A;LBP LF;0;0;2;Pas de flux;;0
17403;4520B;BUREAU DE POSTE;1;1;;Inconnu;1080;0
17404;5610C;PRO;2;1;;Inconnu;7230,43;0
17405;8299Z;CORPORATE;0;1;7;Inconnu;4127127,08;0
17406;8299Z;PRO;2;1;8;0 a 70% de flux;22514,95;0
17407;4299Z;ENTREPRISE;0;1;2;0 a 70% de flux;22269,21;0
17408;4941A;ENTREPRISE;0;2;3;0 a 70% de flux;8630031,93;0
17409;8121Z;BUREAU DE POSTE;2;1;7;Inconnu;6073,1;0
17410;6820B;BUREAU DE POSTE;1;1;9;Inconnu;3578,25;0
17411;8610Z;CORPORATE;0;0;8;Pas de flux;;0
17412;4764Z;ENTREPRISE;0;1;3;0 a 70% de flux;494239,47;1
17413;5610A;PRO;1;1;2;0 a 70% de flux;36994,84;1
17414;5210A;ENTREPRISE;0;2;2;0 a 70% de flux;126502,35;0
17415;1071B;PRO;1;1;2;0 a 70% de flux;30472,83;1
17416;8690E;PRO;1;1;7;0 a 70% de flux;17029,53;1
17417;4399C;BUREAU DE POSTE;2;1;2;Inconnu;27218,9;0
17418;5210A;ENTREPRISE;0;2;6;0 a 70% de flux;364110,98;0
17419;4941B;ENTREPRISE;0;2;5;0 a 70% de flux;3054446,93;0
17420;4638B;ENTREPRISE;0;2;3;0 a 70% de flux;7385459,18;0
17421;6832B;BUREAU DE POSTE;1;1;9;Pas de flux;;0
17422;;CORPORATE;0;1;;Pas de flux;;0
17423;4399C;BUREAU DE POSTE;1;1;2;Inconnu;4380;0
17424;4941A;PRO;1;1;3;0 a 70% de flux;24552;0
17425;6820B;BUREAU DE POSTE;1;1;9;Inconnu;20;0
17426;6820B;BUREAU DE POSTE;0;1;8;Pas de flux;;0
17427;6420Z;ENTREPRISE;0;1;5;Pas de flux;;0
17428;6820B;ENTREPRISE;0;1;8;0 a 70% de flux;180700,49;0
17429;6420Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
17430;7021Z;PRO;1;1;5;0 a 70% de flux;9480,3;0
17431;8122Z;PRO;1;1;4;0 a 70% de flux;76088,64;0
17432;4619B;PRO;1;1;4;0 a 70% de flux;6000;0
17433;8690;PRO;1;1;8;0 a 70% de flux;15677,26;0
17434;2920Z;ENTREPRISE;0;1;8;Pas de flux;;0
17435;;INSTITUTIONNEL;1;2;;Pas de flux;;0
17436;8710A;SPL;0;0;NC;Pas de flux;;0
17437;9604Z;BUREAU DE POSTE;1;1;;Inconnu;840;0
17438;4322A;A DISTANCE;2;1;4;0 a 70% de flux;189510;0
17439;4777Z;ENTREPRISE;0;3;5;0 a 70% de flux;266869,75;1
17440;6619A;PRO;1;1;9;Inconnu;2357,8;0
17441;7111Z;LBP LF;0;0;10;Pas de flux;;0
17442;6202A;PRO;2;1;;Plus de 70% de flux;36437,67;0
17443;4771Z;PRO;2;1;3;0 a 70% de flux;8964,85;1
17444;4669C;PRO;1;1;;Pas de flux;;0
17445;7010Z;PRO;1;1;5;Pas de flux;;0
17446;7022Z;PRO;1;1;CESS;Pas de flux;;0
17447;6820B;BUREAU DE POSTE;1;1;9;Inconnu;4650;0
17448;4322A;PRO;1;1;4;Plus de 70% de flux;34116,38;0
17449;7022Z;PRO;1;1;5;0 a 70% de flux;59646,09;0
17450;6630Z;BUREAU DE POSTE;0;1;9;Pas de flux;;0
17451;8121Z;PRO;1;1;4;0 a 70% de flux;13442,55;0
17452;8622B;PRO;1;1;9;0 a 70% de flux;16703;1
17453;4520A;BUREAU DE POSTE;2;1;4;Pas de flux;;0
17454;7490B;BUREAU DE POSTE;2;1;;0 a 70% de flux;4000;0
17455;6910Z;BUREAU DE POSTE;1;1;4;Inconnu;11853,18;0
17456;6201Z;BUREAU DE POSTE;1;1;5;Inconnu;33358,89;0
17457;5911B;PRO;1;1;5;Inconnu;7200;0
17458;4741Z;BUREAU DE POSTE;1;1;2;Inconnu;33083,2;0
17459;8899B;INSTITUTIONNEL;1;1;6;Inconnu;1913,81;0
17460;4321A;PRO;1;1;;Pas de flux;;0
17461;6820B;PRO;1;1;6;Plus de 70% de flux;9566,53;0
17462;4120A;PRO;1;1;3;Pas de flux;;0
17463;7111Z;PRO;2;2;4;0 a 70% de flux;33476,9;0
17464;2511Z;ENTREPRISE;2;1;3;Pas de flux;;0
17465;4299Z;SPL;1;1;5;Pas de flux;;0
17466;6820B;BUREAU DE POSTE;1;1;7;Inconnu;281,98;0
17467;4334Z;PRO;1;1;2;Pas de flux;;0
17468;4941B;PRO;1;1;;Pas de flux;;0
17469;6831Z;PRO;1;1;;Pas de flux;;0
17470;0123Z;BUREAU DE POSTE;1;1;8;Inconnu;18761,53;0
17471;8292Z;ENTREPRISE;0;1;4;Pas de flux;;0
17472;4759A;PRO;1;1;CESS;Pas de flux;;0
17473;6920Z;ENTREPRISE;0;1;10;Pas de flux;;0
17474;3011Z;PRO;1;1;4;Plus de 70% de flux;4789,88;0
17475;8622C;PRO;2;1;8;0 a 70% de flux;59386,23;1
17476;4932Z;BUREAU DE POSTE;2;1;4;Inconnu;18919,39;0
17477;;CORPORATE;0;1;;Pas de flux;;0
17478;8220Z;ENTREPRISE;1;1;7;Pas de flux;;0
17479;3213Z;PRO;1;1;5;0 a 70% de flux;5634,28;1
17480;4771Z;ENTREPRISE;0;1;3;0 a 70% de flux;448475,15;1
17481;4775Z;ENTREPRISE;0;2;6;0 a 70% de flux;501159,34;1
17482;9499Z;INSTITUTIONNEL;2;1;7;Pas de flux;;0
17483;4110;ENTREPRISE;0;0;5;Pas de flux;;0
17484;6619A;PRO;1;1;8;0 a 70% de flux;8352,14;0
17485;8121Z;BUREAU DE POSTE;2;1;5;Pas de flux;;0
17486;4663Z;LBP LF;0;0;7;Pas de flux;;0
17487;6820B;BUREAU DE POSTE;1;1;9;Pas de flux;;0
17488;8610Z;LBP LF;0;0;9;Pas de flux;;0
17489;4646Z;LBP LF;0;0;5;Pas de flux;;0
17490;6020A;LBP LF;0;0;7;Pas de flux;;0
17491;5610C;PRO;1;1;3;0 a 70% de flux;11214,87;1
17492;4941A;LBP LF;0;0;7;Pas de flux;;0
17493;4399C;BUREAU DE POSTE;1;1;6;Pas de flux;;0
17494;6820B;ENTREPRISE;0;1;9;Pas de flux;;0
17495;8551Z;BUREAU DE POSTE;1;1;8;Pas de flux;;0
17496;0113Z;PRO;1;1;9;Inconnu;55437,41;1
17497;2014Z;LBP LF;0;0;10;Pas de flux;;0
17498;7732Z;LBP LF;0;0;4;Pas de flux;;0
17499;7732Z;LBP LF;0;0;5;Pas de flux;;0
17500;4941A;LBP LF;0;0;3;Pas de flux;;0
17501;4941C;LBP LF;0;0;7;Pas de flux;;0
17502;4941A;LBP LF;0;0;5;Pas de flux;;0
17503;6820A;BUREAU DE POSTE;0;1;9;Pas de flux;;0
17504;5320Z;LBP LF;0;0;10;Pas de flux;;0
17505;4120B;BUREAU DE POSTE;1;1;2;Pas de flux;;0
17506;4939B;LBP LF;0;0;3;Pas de flux;;0
17507;4391B;PRO;1;1;7;Plus de 70% de flux;27606,52;0
17508;4619B;PRO;2;1;7;0 a 70% de flux;657359,94;0
17509;7739Z;BFI;0;0;;Pas de flux;;0
17510;4332A;PRO;2;1;6;0 a 70% de flux;2398,35;0
17511;4711;ENTREPRISE;1;1;10;0 a 70% de flux;1373674,06;1
17512;9609Z;PRO;1;1;7;Pas de flux;;0
17513;;SPL;0;1;;Pas de flux;;0
17514;4639B;BUREAU DE POSTE;2;1;4;Inconnu;34349,23;0
17515;0145Z;BUREAU DE POSTE;1;1;8;0 a 70% de flux;7469,45;0
17516;0240Z;BUREAU DE POSTE;1;1;7;Pas de flux;;0
17517;6910Z;PRO;1;1;8;Pas de flux;;0
17518;6202A;PRO;3;1;9;0 a 70% de flux;250427,65;0
17519;7739Z;LBP LF;0;0;9;Pas de flux;;0
17520;0000Z;BUREAU DE POSTE;0;1;;Pas de flux;;0
17521;8121Z;BUREAU DE POSTE;1;1;6;Pas de flux;;0
17522;4690Z;BUREAU DE POSTE;1;1;2;Pas de flux;;0
17523;6201Z;PRO;2;1;4;Pas de flux;;0
17524;4334Z;BUREAU DE POSTE;1;1;7;Inconnu;16880;0
17525;4120A;PRO;1;1;2;0 a 70% de flux;13195,96;0
17526;7430Z;BUREAU DE POSTE;1;1;;Inconnu;8433,27;0
17527;8020Z;LBP LF;0;0;6;Pas de flux;;0
17528;6420Z;ENTREPRISE;1;1;6;Pas de flux;;0
17529;2550A;BUREAU DE POSTE;2;1;5;Inconnu;83090,18;0
17530;1071;BUREAU DE POSTE;2;1;6;Inconnu;3261,39;0
17531;5610A;A DISTANCE;0;0;LJ;Pas de flux;;0
17532;2561Z;LBP LF;0;0;6;Pas de flux;;0
17533;5630Z;PRO;1;1;9;0 a 70% de flux;1650;0
17534;6630Z;PRO;1;1;5;Pas de flux;;0
17535;9604Z;BUREAU DE POSTE;2;1;7;Pas de flux;;0
17536;5320Z;BUREAU DE POSTE;1;1;7;Inconnu;5292,19;0
17537;4331Z;BUREAU DE POSTE;1;1;2;0 a 70% de flux;15155,42;0
17538;1013A;BUREAU DE POSTE;0;1;5;Pas de flux;;0
17539;4332B;PRO;1;1;2;0 a 70% de flux;70742,21;0
17540;6621Z;BUREAU DE POSTE;1;1;8;0 a 70% de flux;14943,96;0
17541;6820B;ENTREPRISE;1;1;8;0 a 70% de flux;15960;0
17542;6201Z;PRO;1;1;5;0 a 70% de flux;67354,8;0
17543;6820B;BUREAU DE POSTE;1;1;4;0 a 70% de flux;2901,38;0
17544;4791B;PRO;1;1;7;0 a 70% de flux;35734,21;0
17545;8899B;INSTITUTIONNEL;2;1;7;0 a 70% de flux;6104,93;1
17546;4781Z;BUREAU DE POSTE;1;1;3;0 a 70% de flux;5462,91;1
17547;6190Z;BUREAU DE POSTE;2;1;9;Inconnu;22500;0
17548;1512Z;PRO;2;1;6;0 a 70% de flux;2190;0
17549;9609Z;BUREAU DE POSTE;1;1;4;Inconnu;5030;0
17550;4723Z;ENTREPRISE;2;1;9;0 a 70% de flux;775748,56;1
17551;7111Z;BUREAU DE POSTE;1;1;5;Inconnu;30880,8;0
17552;4932Z;PRO;2;1;5;0 a 70% de flux;16810;0
17553;5520Z;PRO;1;1;7;0 a 70% de flux;11450;0
17554;4941B;PRO;1;1;2;Plus de 70% de flux;80638,11;0
17555;4941A;LBP LF;0;0;7;Pas de flux;;0
17556;6820B;BUREAU DE POSTE;1;1;8;Inconnu;6942,96;0
17557;6820B;PRO;1;1;9;0 a 70% de flux;10890,74;0
17558;8690;PRO;1;1;8;Pas de flux;;0
17559;4110;ENTREPRISE;0;1;7;Pas de flux;;0
17560;4941A;LBP LF;0;0;4;Pas de flux;;0
17561;9499Z;INSTITUTIONNEL;0;1;LJ;Pas de flux;;0
17562;6420Z;ENTREPRISE;1;1;8;0 a 70% de flux;202655,18;0
17563;7022Z;PRO;1;1;9;Inconnu;24070;0
17564;4334Z;BUREAU DE POSTE;1;1;3;Inconnu;6852,5;0
17565;4321A;BUREAU DE POSTE;2;1;6;Pas de flux;;0
17566;5510Z;PRO;1;1;4;Pas de flux;;0
17567;5610C;BUREAU DE POSTE;1;1;2;Pas de flux;;1
17568;7111Z;PRO;1;1;;0 a 70% de flux;35561;0
17569;4932Z;PRO;1;1;5;0 a 70% de flux;6625,3;0
17570;5610A;PRO;1;1;7;0 a 70% de flux;50537,08;1
17571;4322A;PRO;0;1;5;Pas de flux;;0
17572;8690E;PRO;1;1;8;0 a 70% de flux;9847,55;0
17573;8621Z;PRO;1;1;7;Inconnu;26525,92;1
17574;5814Z;PRO;1;1;;0 a 70% de flux;1610;0
17575;3832Z;ENTREPRISE;0;1;7;0 a 70% de flux;57,48;0
17576;4932Z;PRO;1;1;;0 a 70% de flux;4693;0
17577;8690E;PRO;2;1;9;0 a 70% de flux;16302,27;0
17578;6820B;BUREAU DE POSTE;2;1;9;Pas de flux;;0
17579;4334Z;PRO;1;1;;Pas de flux;;0
17580;4322B;PRO;2;1;7;0 a 70% de flux;88189,3;0
17581;9602A;BUREAU DE POSTE;2;1;5;0 a 70% de flux;9744,76;0
17582;6820B;PRO;2;1;9;0 a 70% de flux;5500;0
17583;4941A;LBP LF;0;0;7;Pas de flux;;0
17584;9003A;PRO;2;1;8;0 a 70% de flux;2032;0
17585;6622Z;PRO;1;1;7;0 a 70% de flux;2853;0
17586;;CORPORATE;0;1;;Inconnu;14399,32;0
17587;6820B;PRO;1;1;9;0 a 70% de flux;2100;0
17588;4399C;PRO;1;1;5;Plus de 70% de flux;12891,7;0
17589;9003B;BUREAU DE POSTE;2;1;4;Pas de flux;;0
17590;6820B;ENTREPRISE;0;1;8;0 a 70% de flux;65928,64;0
17591;3600Z;DFL;0;0;;Pas de flux;;0
17592;6820B;BUREAU DE POSTE;2;1;9;Inconnu;3500;0
17593;7830Z;BUREAU DE POSTE;1;1;4;Pas de flux;;0
17594;7022Z;PRO;1;1;2;0 a 70% de flux;290918,86;0
17595;6820B;BUREAU DE POSTE;0;1;8;Inconnu;3303,76;0
17596;8690;PRO;1;1;8;0 a 70% de flux;32995,16;0
17597;6202A;PRO;1;1;4;Pas de flux;;0
17598;4511Z;BUREAU DE POSTE;1;1;4;0 a 70% de flux;6221,76;0
17599;4724Z;PRO;1;1;4;0 a 70% de flux;22429,82;1
17600;7712Z;LBP LF;0;0;8;Pas de flux;;0
17601;5510Z;ENTREPRISE;1;1;6;Pas de flux;;0
17602;1392Z;BUREAU DE POSTE;1;1;6;Pas de flux;;0
17603;9499Z;GRANDS INSTITUTIONNELS;2;1;6;Inconnu;221557,81;0
17604;4120A;PRO;1;1;7;0 a 70% de flux;53466;0
17605;4399C;BUREAU DE POSTE;1;1;7;Inconnu;5000;0
17606;6910Z;PRO;2;1;;Inconnu;2839,59;0
17607;4322A;PRO;1;1;;0 a 70% de flux;47487,55;0
17608;5610C;PRO;5;3;6;0 a 70% de flux;447095,17;1
17609;4941B;PRO;0;0;6;Pas de flux;;0
17610;8690E;PRO;1;1;7;0 a 70% de flux;15822,27;0
17611;;BUREAU DE POSTE;1;2;;Plus de 70% de flux;41060,14;1
17612;4932Z;PRO;1;1;8;0 a 70% de flux;884,9;1
17613;3511Z;ENTREPRISE;0;1;5;Inconnu;1064,08;0
17614;6820A;BUREAU DE POSTE;0;1;;Inconnu;6700;0
17615;7022Z;PRO;1;1;2;Pas de flux;;0
17616;3511Z;ENTREPRISE;0;1;4;Inconnu;140821,12;0
17617;6820B;BUREAU DE POSTE;1;1;9;Pas de flux;;0
17618;0000Z;CORPORATE;0;0;;Pas de flux;;0
17619;6820B;BUREAU DE POSTE;1;1;8;Inconnu;3665;0
17620;3511Z;ENTREPRISE;0;1;4;Inconnu;13203,29;0
17621;5610C;A DISTANCE;2;1;4;0 a 70% de flux;51210,34;1
17622;3511Z;ENTREPRISE;0;1;4;Inconnu;21349,13;0
17623;3511Z;ENTREPRISE;0;1;4;Inconnu;109608,57;0
17624;4322A;PRO;1;1;CESS;Pas de flux;;0
17625;;CORPORATE;0;1;;Pas de flux;;0
17626;8690;PRO;2;1;;Inconnu;17942,35;0
17627;4399B;DOM;2;1;3;0 a 70% de flux;8355,11;0
17628;6430Z;PRO;1;1;NC;Pas de flux;;0
17629;4520A;BUREAU DE POSTE;1;1;;Inconnu;14669,7;0
