,job_category,service_channel,nb_internet_products,contract_type,risk_of_credit,credit_flux,annual_flux,target
317,101.0,1.0,2.0,1.0,2.0,0.0,110908.77,0.0
14946,482.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0
5315,150.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0
17707,93.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0
13419,225.0,1.0,0.0,1.0,1.0,2.0,700.0,0.0
17056,6.0,0.0,1.0,1.0,2.0,3.0,162880.62,0.0
6606,46.0,0.0,1.0,1.0,6.0,0.0,33358.76,0.0
12873,102.0,10.0,0.0,0.0,6.0,1.0,0.0,0.0
19759,227.0,1.0,1.0,1.0,3.0,2.0,5314.82,0.0
5003,7.0,0.0,0.0,1.0,1.0,0.0,78110.66,1.0
6523,33.0,0.0,0.0,1.0,2.0,2.0,15095.91,0.0
9573,243.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
14577,201.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0
4273,101.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5739,0.0,0.0,1.0,1.0,0.0,2.0,58168.24,0.0
19156,116.0,0.0,1.0,1.0,4.0,0.0,1454.85,0.0
5470,110.0,1.0,1.0,1.0,1.0,0.0,185325.14,0.0
5816,80.0,1.0,0.0,1.0,9.0,0.0,1013.0,0.0
16181,110.0,1.0,1.0,1.0,6.0,2.0,3007.17,0.0
87,38.0,1.0,0.0,1.0,5.0,2.0,4251.0,0.0
7630,144.0,1.0,1.0,1.0,1.0,0.0,8821.25,0.0
4163,106.0,5.0,0.0,1.0,2.0,0.0,240.0,0.0
3382,21.0,1.0,2.0,1.0,5.0,2.0,43450.08,0.0
10917,216.0,1.0,1.0,1.0,5.0,2.0,507.25,0.0
13180,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
403,4.0,0.0,1.0,1.0,7.0,0.0,14581.27,1.0
4911,149.0,10.0,1.0,1.0,6.0,0.0,391061.08,0.0
11542,1.0,1.0,2.0,1.0,6.0,0.0,8652.14,0.0
11422,17.0,1.0,1.0,1.0,5.0,2.0,3267.4,0.0
9365,0.0,0.0,1.0,1.0,1.0,0.0,3714.0,0.0
2765,111.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
6378,110.0,5.0,1.0,1.0,0.0,0.0,327604.0,0.0
2241,79.0,1.0,2.0,1.0,2.0,2.0,16546.0,0.0
15961,74.0,1.0,2.0,1.0,1.0,2.0,62493.99,0.0
3483,90.0,0.0,1.0,1.0,1.0,0.0,14750.0,0.0
14017,225.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0
3539,15.0,0.0,1.0,1.0,1.0,2.0,65.0,0.0
6310,33.0,1.0,1.0,1.0,9.0,2.0,7670.77,0.0
9219,232.0,3.0,1.0,1.0,13.0,1.0,0.0,0.0
10397,380.0,1.0,0.0,1.0,0.0,2.0,4079.0,0.0
15462,0.0,0.0,1.0,1.0,0.0,0.0,25399.68,0.0
5517,24.0,3.0,2.0,1.0,13.0,1.0,0.0,0.0
2436,103.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0
4689,114.0,5.0,2.0,1.0,5.0,0.0,24937.56,0.0
2594,222.0,1.0,2.0,1.0,1.0,2.0,42185.93,0.0
19798,2.0,1.0,2.0,1.0,5.0,2.0,2740.0,0.0
9470,127.0,2.0,2.0,1.0,9.0,0.0,19964.0,1.0
14542,51.0,0.0,1.0,1.0,6.0,0.0,28225.44,0.0
6856,190.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0
16664,316.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
16796,442.0,3.0,1.0,1.0,0.0,0.0,687005.44,1.0
6654,86.0,0.0,1.0,1.0,1.0,0.0,1992.0,0.0
13349,2.0,1.0,2.0,1.0,1.0,2.0,3758.55,0.0
1425,40.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0
5027,23.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
5281,244.0,4.0,1.0,1.0,1.0,0.0,202531.49,0.0
19550,33.0,0.0,2.0,1.0,11.0,1.0,0.0,0.0
1502,188.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0
11061,195.0,1.0,1.0,1.0,0.0,2.0,2970.0,0.0
9799,17.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
10667,190.0,1.0,0.0,1.0,5.0,2.0,5797.42,0.0
14611,55.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
19356,4.0,0.0,2.0,1.0,0.0,0.0,11385.4,0.0
678,61.0,0.0,1.0,1.0,0.0,2.0,37108.09,1.0
6673,130.0,1.0,1.0,1.0,1.0,3.0,21608.7,0.0
5851,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
7194,2.0,0.0,1.0,1.0,2.0,0.0,7527.25,0.0
10095,33.0,1.0,1.0,1.0,9.0,2.0,5100.0,0.0
13457,41.0,0.0,2.0,1.0,4.0,0.0,622195.69,0.0
15052,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0
12390,67.0,0.0,2.0,1.0,1.0,0.0,4050.0,0.0
5053,73.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0
16174,475.0,3.0,2.0,1.0,11.0,0.0,3999.96,0.0
1850,90.0,1.0,1.0,1.0,11.0,2.0,5722.91,0.0
6522,65.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
1070,7.0,1.0,1.0,1.0,1.0,2.0,72729.3,0.0
14371,102.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
6784,126.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
10672,131.0,6.0,1.0,1.0,0.0,0.0,173357.69,0.0
2772,111.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
3392,14.0,0.0,2.0,1.0,5.0,2.0,6888.61,0.0
1099,20.0,1.0,2.0,1.0,1.0,0.0,16830.4,0.0
13676,55.0,1.0,1.0,1.0,2.0,2.0,69.9,0.0
7378,227.0,3.0,0.0,1.0,13.0,1.0,0.0,0.0
11034,539.0,1.0,1.0,1.0,1.0,2.0,6143.0,0.0
1749,38.0,1.0,1.0,1.0,2.0,0.0,12166.75,0.0
418,67.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
16598,330.0,1.0,1.0,1.0,9.0,1.0,0.0,1.0
5819,111.0,10.0,0.0,1.0,5.0,2.0,9353.06,1.0
15766,56.0,0.0,1.0,1.0,11.0,0.0,27648.43,1.0
10139,184.0,1.0,0.0,1.0,1.0,2.0,18032.7,0.0
17857,408.0,3.0,2.0,1.0,2.0,0.0,802049.27,0.0
10491,195.0,1.0,2.0,1.0,1.0,2.0,9990.78,0.0
18671,249.0,0.0,2.0,1.0,11.0,1.0,0.0,1.0
16286,275.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
20617,44.0,1.0,1.0,1.0,5.0,2.0,3160.38,0.0
8400,190.0,4.0,1.0,2.0,1.0,0.0,2366229.19,0.0
14753,239.0,1.0,2.0,1.0,1.0,2.0,16902.8,0.0
17013,431.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
11978,20.0,0.0,1.0,1.0,2.0,2.0,23561.21,0.0
14647,225.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
4893,354.0,3.0,0.0,1.0,9.0,1.0,0.0,0.0
8720,1.0,0.0,2.0,1.0,2.0,0.0,11412.35,0.0
17386,227.0,1.0,1.0,1.0,9.0,2.0,10257.11,0.0
8971,120.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
722,14.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
5176,41.0,1.0,1.0,1.0,1.0,2.0,1570.84,0.0
10153,111.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
1860,98.0,0.0,2.0,1.0,2.0,3.0,97691.82,0.0
19249,1.0,1.0,2.0,1.0,2.0,2.0,32994.0,0.0
1687,242.0,5.0,1.0,1.0,8.0,0.0,14642.82,0.0
8498,110.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
19884,228.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
1992,3.0,0.0,1.0,1.0,1.0,0.0,6871.0,0.0
10524,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
20821,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
16988,64.0,1.0,1.0,1.0,5.0,2.0,7333.32,0.0
15736,43.0,2.0,2.0,1.0,1.0,0.0,25424.97,0.0
15142,169.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
6117,11.0,5.0,1.0,1.0,6.0,1.0,0.0,0.0
3459,2.0,1.0,2.0,1.0,1.0,2.0,28725.43,0.0
14648,201.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
6567,69.0,0.0,1.0,1.0,0.0,0.0,841913.24,0.0
19648,38.0,1.0,2.0,1.0,4.0,0.0,19952.46,1.0
5670,153.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
9296,340.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0
15620,44.0,2.0,1.0,1.0,2.0,3.0,4110.31,0.0
2810,2.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
8949,20.0,0.0,0.0,1.0,5.0,2.0,1120.0,0.0
5492,110.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
15395,225.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
12710,0.0,0.0,1.0,1.0,0.0,0.0,105.0,0.0
20075,225.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0
13330,64.0,1.0,1.0,1.0,2.0,2.0,2586.0,0.0
14677,93.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
574,132.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
8449,375.0,3.0,0.0,2.0,13.0,0.0,28324.61,0.0
19503,37.0,1.0,1.0,1.0,11.0,0.0,6941.15,0.0
18160,4.0,0.0,2.0,1.0,0.0,0.0,8700.0,0.0
9232,79.0,1.0,0.0,1.0,5.0,2.0,300.0,0.0
18687,225.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0
20707,110.0,5.0,1.0,1.0,1.0,2.0,1000.0,0.0
3625,17.0,1.0,1.0,1.0,1.0,0.0,12975.0,0.0
18627,117.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0
18078,209.0,0.0,1.0,1.0,1.0,3.0,142698.49,1.0
19805,225.0,0.0,2.0,1.0,7.0,0.0,11100.0,0.0
8695,267.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
6354,289.0,0.0,1.0,1.0,16.0,1.0,0.0,0.0
10514,225.0,1.0,0.0,1.0,5.0,0.0,3149.71,0.0
13633,225.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
17254,184.0,3.0,0.0,0.0,11.0,1.0,0.0,0.0
848,28.0,1.0,1.0,1.0,1.0,0.0,7302.22,0.0
2248,116.0,1.0,0.0,1.0,5.0,2.0,2800.0,0.0
5616,247.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0
8564,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
19767,285.0,0.0,2.0,1.0,2.0,0.0,87025.93,0.0
13509,264.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
17601,92.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
15554,44.0,1.0,2.0,1.0,5.0,0.0,3730.0,0.0
8118,105.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0
5303,420.0,3.0,0.0,1.0,13.0,1.0,0.0,0.0
4052,54.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
12129,225.0,1.0,1.0,1.0,0.0,0.0,1590.8,0.0
10923,20.0,1.0,2.0,1.0,5.0,2.0,600.0,0.0
16755,298.0,2.0,1.0,1.0,6.0,1.0,0.0,0.0
19150,86.0,1.0,1.0,1.0,1.0,2.0,590.0,0.0
4076,10.0,1.0,1.0,1.0,1.0,2.0,3713.0,0.0
997,189.0,1.0,0.0,1.0,5.0,2.0,2884.99,0.0
4332,241.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0
12926,0.0,1.0,1.0,1.0,1.0,2.0,1480.0,1.0
9368,110.0,0.0,0.0,1.0,5.0,2.0,2090.0,0.0
11586,49.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
551,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
17328,82.0,0.0,1.0,1.0,4.0,0.0,15283.0,0.0
18734,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
4372,122.0,0.0,2.0,1.0,1.0,0.0,20889.98,0.0
3497,4.0,2.0,1.0,1.0,1.0,2.0,11035.81,0.0
14446,110.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
13951,7.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0
8032,18.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
1407,0.0,0.0,2.0,1.0,1.0,0.0,25485.99,0.0
16508,387.0,11.0,0.0,0.0,5.0,1.0,0.0,0.0
19160,184.0,7.0,0.0,0.0,5.0,1.0,0.0,0.0
19548,225.0,4.0,0.0,1.0,7.0,1.0,0.0,0.0
14239,264.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0
1812,92.0,1.0,0.0,1.0,2.0,2.0,4387.0,0.0
16278,204.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0
16719,190.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
20702,225.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0
693,4.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
10725,110.0,6.0,1.0,1.0,5.0,1.0,0.0,0.0
5011,3.0,1.0,1.0,1.0,1.0,2.0,7259.1,0.0
3443,4.0,0.0,1.0,1.0,0.0,0.0,1536.0,0.0
9174,110.0,0.0,1.0,1.0,1.0,0.0,11115.0,0.0
11501,79.0,0.0,1.0,1.0,1.0,0.0,19403.85,0.0
4175,92.0,0.0,1.0,1.0,3.0,0.0,157572.27,0.0
4222,110.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0
8283,51.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
13844,60.0,1.0,2.0,1.0,2.0,0.0,3665.0,0.0
10458,2.0,1.0,0.0,1.0,5.0,2.0,6578.59,0.0
17688,56.0,1.0,2.0,1.0,9.0,2.0,35159.46,1.0
13382,152.0,1.0,1.0,1.0,0.0,0.0,14112.97,0.0
16645,334.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
20154,44.0,0.0,2.0,1.0,0.0,0.0,8299.92,0.0
261,98.0,1.0,1.0,1.0,1.0,3.0,5540.0,0.0
20110,91.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
11529,46.0,0.0,0.0,1.0,5.0,2.0,17101.16,0.0
5497,225.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
3875,225.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
4016,26.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3626,4.0,0.0,2.0,1.0,0.0,0.0,6925.05,0.0
16301,44.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
445,64.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
6752,153.0,1.0,0.0,1.0,5.0,2.0,910.0,0.0
5111,110.0,5.0,1.0,1.0,1.0,0.0,83248.75,0.0
3555,79.0,0.0,2.0,1.0,1.0,0.0,12231.23,0.0
10386,2.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
13886,225.0,1.0,1.0,1.0,5.0,0.0,1420.0,0.0
7338,200.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0
3367,20.0,1.0,1.0,1.0,1.0,2.0,4076.51,0.0
19669,315.0,1.0,2.0,1.0,7.0,2.0,3967.3,0.0
11059,37.0,1.0,1.0,1.0,1.0,0.0,22000.0,0.0
2526,103.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
17119,33.0,1.0,1.0,1.0,1.0,2.0,16107.0,0.0
14760,173.0,3.0,1.0,1.0,7.0,0.0,176000.0,0.0
17211,2.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0
1168,23.0,1.0,1.0,1.0,9.0,1.0,0.0,0.0
4144,65.0,1.0,2.0,1.0,5.0,0.0,8752.02,0.0
7892,4.0,0.0,2.0,1.0,0.0,0.0,33896.53,0.0
17804,108.0,5.0,1.0,2.0,1.0,0.0,347598.95,0.0
8276,270.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
3149,105.0,5.0,1.0,1.0,8.0,2.0,1757.71,0.0
16064,128.0,9.0,0.0,1.0,2.0,0.0,55000.0,0.0
880,4.0,0.0,2.0,1.0,1.0,0.0,38388.13,0.0
6747,173.0,0.0,1.0,2.0,9.0,0.0,241707.17,0.0
9408,225.0,1.0,2.0,1.0,7.0,0.0,1430.97,0.0
7572,332.0,0.0,2.0,1.0,6.0,1.0,0.0,0.0
20385,290.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0
13439,51.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0
1467,111.0,0.0,0.0,1.0,5.0,2.0,4968.78,0.0
8154,229.0,0.0,2.0,1.0,0.0,2.0,5773.02,0.0
17853,9.0,0.0,1.0,1.0,9.0,3.0,10802.75,0.0
13833,225.0,1.0,1.0,1.0,7.0,2.0,25169.51,0.0
6537,225.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
12153,45.0,0.0,1.0,1.0,1.0,0.0,3114.0,0.0
452,84.0,1.0,1.0,1.0,1.0,0.0,27054.13,0.0
12518,225.0,1.0,1.0,1.0,8.0,2.0,5070.0,0.0
19283,94.0,0.0,2.0,1.0,4.0,0.0,11484.44,0.0
13608,37.0,1.0,2.0,1.0,1.0,0.0,27832.01,1.0
4137,335.0,0.0,1.0,1.0,9.0,0.0,12.22,0.0
3039,28.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0
15614,257.0,3.0,2.0,1.0,13.0,0.0,1619200.17,1.0
4150,227.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
14972,73.0,1.0,1.0,1.0,1.0,2.0,2045.01,0.0
16511,94.0,1.0,1.0,1.0,2.0,0.0,54552.21,0.0
17295,41.0,0.0,1.0,1.0,5.0,0.0,1110.0,0.0
579,65.0,1.0,1.0,1.0,1.0,2.0,372.5,0.0
19450,3.0,1.0,1.0,1.0,2.0,0.0,2814.81,0.0
6571,335.0,1.0,1.0,1.0,2.0,2.0,953.95,1.0
12024,137.0,1.0,2.0,1.0,1.0,0.0,5758.23,0.0
7467,23.0,1.0,0.0,1.0,5.0,2.0,1349.03,0.0
17902,2.0,2.0,1.0,1.0,11.0,1.0,0.0,0.0
15709,442.0,10.0,0.0,1.0,6.0,0.0,6674734.46,1.0
13779,1.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0
867,51.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0
17243,64.0,0.0,0.0,3.0,10.0,0.0,173378.73,1.0
4157,79.0,1.0,0.0,1.0,5.0,2.0,9446.56,0.0
6349,225.0,1.0,0.0,1.0,5.0,2.0,2900.0,0.0
15299,31.0,0.0,1.0,1.0,1.0,0.0,28475.98,0.0
17855,2.0,0.0,1.0,1.0,4.0,0.0,9355.22,0.0
402,39.0,1.0,1.0,1.0,0.0,0.0,43517.82,0.0
4428,59.0,1.0,1.0,1.0,2.0,0.0,9728.88,0.0
10276,225.0,1.0,0.0,1.0,5.0,2.0,4251.6,0.0
3057,193.0,1.0,2.0,1.0,0.0,2.0,9492.5,0.0
10190,264.0,8.0,0.0,1.0,8.0,1.0,0.0,0.0
7060,0.0,1.0,2.0,1.0,1.0,2.0,21623.75,0.0
164,5.0,1.0,2.0,1.0,7.0,2.0,4387.68,0.0
17110,4.0,0.0,1.0,1.0,1.0,0.0,6855.3,1.0
10390,225.0,1.0,0.0,1.0,5.0,2.0,2260.0,0.0
12494,110.0,1.0,1.0,1.0,6.0,2.0,57196.11,0.0
11347,56.0,2.0,0.0,1.0,7.0,1.0,0.0,1.0
12212,51.0,0.0,1.0,1.0,1.0,3.0,1395.68,0.0
3317,26.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
12118,264.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
7865,192.0,5.0,1.0,3.0,2.0,0.0,98488.66,1.0
15713,91.0,3.0,1.0,1.0,8.0,0.0,21029.41,0.0
12126,1.0,0.0,1.0,2.0,1.0,0.0,28429.44,0.0
6851,45.0,0.0,0.0,1.0,7.0,2.0,5000.0,0.0
1847,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0
18577,201.0,0.0,2.0,1.0,4.0,0.0,182704.37,0.0
1334,60.0,0.0,1.0,1.0,0.0,2.0,1933.53,0.0
8779,2.0,1.0,1.0,1.0,1.0,2.0,11520.0,0.0
19617,106.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0
17344,142.0,1.0,1.0,1.0,2.0,3.0,117042.95,0.0
8945,10.0,0.0,2.0,1.0,1.0,2.0,1976.92,0.0
11256,380.0,1.0,1.0,1.0,5.0,2.0,150.0,0.0
19455,0.0,0.0,1.0,1.0,1.0,0.0,23054.01,0.0
6997,190.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
706,147.0,1.0,0.0,1.0,5.0,0.0,1368.0,0.0
3491,141.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
4573,123.0,1.0,2.0,1.0,6.0,2.0,67301.88,0.0
13247,94.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0
17326,225.0,1.0,0.0,1.0,5.0,2.0,3960.22,0.0
7706,197.0,1.0,2.0,1.0,6.0,0.0,51377.41,1.0
7054,111.0,10.0,0.0,1.0,5.0,2.0,2410.55,1.0
5580,104.0,1.0,0.0,1.0,2.0,0.0,873.0,0.0
14032,195.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
3151,110.0,1.0,1.0,1.0,6.0,3.0,21400.98,0.0
6617,62.0,1.0,0.0,1.0,1.0,0.0,20945.12,0.0
4784,57.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
11991,225.0,1.0,0.0,1.0,9.0,2.0,4960.0,0.0
4022,94.0,1.0,1.0,1.0,1.0,2.0,3803.5,0.0
15760,55.0,1.0,1.0,1.0,9.0,0.0,66462.86,0.0
9266,400.0,3.0,3.0,8.0,9.0,0.0,2344814.81,0.0
2607,191.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
17409,225.0,1.0,1.0,1.0,7.0,2.0,3578.25,0.0
11630,272.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0
9118,218.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0
11502,94.0,0.0,2.0,1.0,1.0,0.0,16649.0,0.0
9182,332.0,0.0,2.0,1.0,7.0,0.0,27981.99,0.0
2429,110.0,5.0,1.0,2.0,5.0,0.0,45434.23,1.0
246,79.0,0.0,2.0,1.0,5.0,2.0,11000.0,0.0
3815,41.0,0.0,1.0,1.0,2.0,0.0,258.0,0.0
14918,44.0,1.0,2.0,1.0,4.0,0.0,20185.22,0.0
18686,9.0,1.0,1.0,1.0,11.0,1.0,0.0,1.0
9089,84.0,0.0,0.0,1.0,5.0,2.0,1052.8,0.0
2262,0.0,0.0,1.0,1.0,1.0,0.0,25132.19,0.0
10438,68.0,1.0,1.0,1.0,1.0,2.0,2575.91,0.0
835,9.0,2.0,2.0,1.0,6.0,0.0,36420.86,1.0
13256,94.0,1.0,2.0,1.0,7.0,0.0,3571.9,0.0
8624,225.0,1.0,0.0,1.0,5.0,2.0,3021.0,0.0
11395,17.0,1.0,0.0,1.0,1.0,0.0,352.2,1.0
1173,100.0,1.0,2.0,1.0,5.0,2.0,9160.76,0.0
19110,111.0,4.0,0.0,1.0,5.0,0.0,162663.25,0.0
6437,2.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0
15062,93.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0
12848,267.0,1.0,2.0,1.0,0.0,2.0,5854.6,0.0
15377,264.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
8102,9.0,10.0,0.0,1.0,5.0,1.0,0.0,0.0
5289,134.0,1.0,0.0,1.0,2.0,3.0,11249.02,0.0
16726,309.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0
8098,56.0,10.0,0.0,1.0,5.0,1.0,0.0,0.0
4951,225.0,1.0,0.0,1.0,5.0,2.0,700.0,0.0
250,4.0,1.0,2.0,1.0,1.0,0.0,12994.59,0.0
14129,77.0,1.0,1.0,1.0,4.0,0.0,14914.13,0.0
7952,227.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
20626,225.0,1.0,0.0,1.0,7.0,2.0,150000.0,0.0
7334,257.0,3.0,0.0,1.0,13.0,0.0,32608.11,0.0
2793,2.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
14399,190.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
14450,225.0,1.0,0.0,1.0,5.0,2.0,3031.29,0.0
7795,225.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
19295,93.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3407,312.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
20696,191.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0
11291,225.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
19220,218.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0
8625,111.0,10.0,0.0,1.0,5.0,1.0,0.0,1.0
19155,67.0,0.0,2.0,1.0,11.0,0.0,68096.48,0.0
7422,17.0,1.0,0.0,1.0,1.0,0.0,17048.7,0.0
8963,162.0,0.0,2.0,1.0,9.0,0.0,60366.51,1.0
1997,152.0,0.0,1.0,1.0,1.0,2.0,15106.0,0.0
4200,157.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
16806,6.0,10.0,0.0,0.0,9.0,1.0,0.0,0.0
17471,405.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0
18596,80.0,1.0,1.0,1.0,16.0,1.0,0.0,0.0
11326,131.0,0.0,1.0,1.0,1.0,3.0,24432.73,1.0
5629,399.0,4.0,1.0,1.0,7.0,2.0,31226.53,0.0
4002,23.0,0.0,1.0,1.0,2.0,2.0,43788.25,1.0
16619,225.0,0.0,2.0,1.0,7.0,2.0,3156.0,0.0
4753,79.0,0.0,1.0,1.0,1.0,0.0,79853.49,0.0
19815,0.0,0.0,2.0,1.0,1.0,0.0,4295.0,0.0
16928,225.0,1.0,0.0,1.0,5.0,2.0,13325.21,0.0
15829,225.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0
4196,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
9635,108.0,0.0,1.0,1.0,5.0,2.0,85183.01,0.0
3681,54.0,1.0,2.0,1.0,2.0,0.0,63487.0,0.0
3019,20.0,1.0,2.0,1.0,1.0,0.0,42619.45,0.0
4310,61.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0
7448,4.0,0.0,1.0,1.0,1.0,2.0,10674.33,0.0
13091,34.0,1.0,1.0,1.0,7.0,0.0,12861.06,1.0
14461,169.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0
14982,44.0,0.0,1.0,1.0,6.0,0.0,27899.0,0.0
3985,41.0,0.0,1.0,1.0,0.0,0.0,23288.0,0.0
20580,225.0,3.0,0.0,1.0,7.0,2.0,9900.0,0.0
9205,298.0,3.0,1.0,1.0,2.0,0.0,59332.09,0.0
15608,87.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2569,76.0,0.0,1.0,1.0,1.0,0.0,19952.0,0.0
4402,51.0,0.0,1.0,1.0,0.0,0.0,18128.04,0.0
4277,225.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
3666,44.0,0.0,2.0,1.0,0.0,0.0,19468.57,0.0
8412,190.0,4.0,2.0,2.0,13.0,0.0,34747766.54,1.0
