,job_category,service_channel,nb_internet_products,contract_type,risk_of_credit,credit_flux,annual_flux,target
20737,86.0,0.0,2.0,1.0,6.0,2.0,280.0,0.0
2446,67.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
6821,110.0,5.0,2.0,1.0,2.0,0.0,126346.92,0.0
14194,111.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0
6520,64.0,1.0,1.0,1.0,2.0,2.0,7667.01,0.0
19153,1.0,0.0,2.0,1.0,0.0,0.0,13440.0,0.0
17716,218.0,0.0,1.0,1.0,9.0,0.0,2200.0,0.0
18307,225.0,3.0,1.0,1.0,0.0,2.0,14650.0,0.0
8959,0.0,0.0,1.0,1.0,1.0,2.0,16809.0,0.0
3172,90.0,1.0,1.0,1.0,2.0,0.0,10670.55,0.0
1223,18.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
15437,190.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0
12358,351.0,2.0,1.0,1.0,7.0,0.0,39650.41,0.0
544,31.0,1.0,1.0,1.0,0.0,0.0,1775.0,0.0
1204,84.0,1.0,1.0,1.0,2.0,2.0,1500.0,0.0
14634,78.0,1.0,1.0,1.0,5.0,2.0,19673.0,0.0
8613,80.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
9257,225.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
7242,312.0,1.0,1.0,1.0,1.0,2.0,15410.0,0.0
2637,0.0,1.0,2.0,1.0,2.0,2.0,31248.87,0.0
8761,2.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
14630,184.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0
1388,121.0,1.0,1.0,1.0,0.0,2.0,5128.99,0.0
18882,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0
19516,285.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0
877,2.0,1.0,1.0,1.0,2.0,2.0,12831.5,0.0
10721,55.0,1.0,1.0,1.0,1.0,2.0,1200.0,0.0
8388,426.0,10.0,1.0,30.0,13.0,0.0,473044293.8,0.0
98,40.0,1.0,0.0,1.0,5.0,0.0,4659.74,0.0
11575,35.0,0.0,2.0,1.0,11.0,0.0,105987.73,0.0
4379,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
11957,1.0,1.0,2.0,1.0,2.0,2.0,1442.0,0.0
2803,111.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
11189,20.0,0.0,1.0,1.0,11.0,0.0,26374.02,0.0
3908,45.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
10763,6.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0
7688,224.0,3.0,1.0,1.0,13.0,0.0,171283.01,0.0
19526,285.0,3.0,0.0,1.0,6.0,2.0,24000.0,0.0
6496,93.0,1.0,2.0,1.0,1.0,2.0,12332.74,0.0
19410,402.0,1.0,1.0,1.0,11.0,1.0,0.0,0.0
8447,98.0,3.0,0.0,1.0,7.0,1.0,0.0,0.0
20407,23.0,0.0,1.0,1.0,11.0,2.0,8009.78,0.0
17668,23.0,0.0,2.0,1.0,11.0,0.0,16036.15,0.0
8075,242.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
13161,264.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
6964,166.0,0.0,2.0,1.0,1.0,0.0,5189.74,0.0
6479,225.0,0.0,1.0,1.0,6.0,0.0,1362.08,0.0
4711,312.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
17974,78.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
14185,105.0,5.0,3.0,2.0,8.0,0.0,175525.44,1.0
12476,144.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0
989,110.0,1.0,1.0,1.0,5.0,2.0,9779.39,0.0
19770,23.0,0.0,1.0,1.0,4.0,0.0,14599.66,0.0
2682,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
15416,247.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0
2508,17.0,1.0,1.0,1.0,2.0,0.0,1109.99,0.0
14498,43.0,0.0,1.0,1.0,6.0,0.0,17403.4,0.0
9702,0.0,1.0,1.0,1.0,5.0,2.0,21464.19,0.0
4314,110.0,5.0,2.0,1.0,2.0,0.0,37666.92,1.0
16578,190.0,1.0,1.0,1.0,7.0,2.0,10830.5,0.0
17156,2.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0
5356,428.0,3.0,0.0,1.0,13.0,1.0,0.0,0.0
6639,285.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
5972,111.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
9436,201.0,1.0,1.0,1.0,9.0,0.0,139988.72,0.0
3734,0.0,1.0,2.0,1.0,0.0,2.0,22812.82,0.0
15746,106.0,4.0,1.0,4.0,1.0,0.0,2016634.86,0.0
11196,64.0,0.0,1.0,1.0,1.0,0.0,27117.52,1.0
12313,1.0,0.0,2.0,1.0,2.0,0.0,39209.0,0.0
7787,280.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
19304,390.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0
13187,201.0,0.0,2.0,1.0,4.0,0.0,25591.8,0.0
19537,4.0,0.0,2.0,1.0,0.0,0.0,12270.23,0.0
10949,5.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
1876,150.0,0.0,1.0,1.0,1.0,0.0,9518.05,0.0
15929,340.0,3.0,1.0,2.0,11.0,0.0,842735.53,0.0
5262,191.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0
8446,508.0,2.0,2.0,1.0,6.0,1.0,0.0,0.0
18813,23.0,0.0,2.0,1.0,11.0,0.0,167194.91,1.0
12703,35.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
11163,90.0,6.0,2.0,1.0,9.0,2.0,43064.08,0.0
5159,56.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0
18974,1.0,0.0,2.0,1.0,6.0,0.0,7418.4,0.0
16416,320.0,1.0,2.0,1.0,6.0,1.0,0.0,0.0
759,107.0,1.0,2.0,1.0,2.0,2.0,3389.33,0.0
5481,55.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
654,153.0,1.0,1.0,1.0,5.0,2.0,4020.0,0.0
18380,55.0,0.0,2.0,1.0,6.0,0.0,28000.0,0.0
5812,225.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
5288,2.0,1.0,1.0,1.0,0.0,0.0,130067.31,0.0
2892,4.0,0.0,2.0,1.0,0.0,0.0,6305.39,0.0
19506,227.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0
5636,93.0,3.0,1.0,1.0,9.0,0.0,1179712.19,0.0
9612,244.0,4.0,1.0,2.0,5.0,2.0,32409.32,0.0
3044,302.0,0.0,2.0,1.0,2.0,2.0,384.0,1.0
19017,65.0,1.0,2.0,1.0,1.0,2.0,805.0,0.0
10783,110.0,6.0,0.0,1.0,5.0,1.0,0.0,0.0
8520,88.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
17246,225.0,1.0,2.0,1.0,0.0,2.0,2711.31,0.0
8445,191.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
16803,98.0,0.0,2.0,1.0,9.0,0.0,19852.21,0.0
7318,417.0,3.0,0.0,1.0,1.0,0.0,21000.0,0.0
6159,133.0,1.0,0.0,1.0,1.0,0.0,34565.0,0.0
13515,126.0,0.0,3.0,1.0,0.0,3.0,572964.5,0.0
15394,248.0,0.0,1.0,1.0,0.0,0.0,38351.76,0.0
12569,57.0,1.0,2.0,1.0,1.0,2.0,16798.97,0.0
6022,451.0,3.0,2.0,2.0,0.0,0.0,147580.77,0.0
5092,407.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
13569,345.0,1.0,1.0,1.0,5.0,2.0,2697.5,0.0
11211,110.0,6.0,2.0,1.0,6.0,2.0,3300.99,1.0
11221,19.0,1.0,1.0,1.0,9.0,2.0,7420.0,0.0
19437,75.0,0.0,2.0,1.0,9.0,0.0,174423.46,1.0
19583,350.0,4.0,1.0,1.0,8.0,1.0,0.0,0.0
16665,44.0,1.0,1.0,1.0,6.0,0.0,30721.8,0.0
1131,202.0,6.0,1.0,1.0,2.0,0.0,62478.9,1.0
11210,225.0,1.0,0.0,1.0,5.0,2.0,1000.0,0.0
11137,32.0,0.0,2.0,1.0,0.0,0.0,8617.3,1.0
3659,64.0,1.0,1.0,1.0,6.0,0.0,20357.47,1.0
3326,40.0,1.0,1.0,1.0,1.0,2.0,410.0,0.0
9465,94.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
18969,433.0,0.0,1.0,1.0,2.0,0.0,76101.43,1.0
2663,284.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
19972,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
5378,105.0,5.0,2.0,1.0,8.0,0.0,196737.87,0.0
10012,33.0,1.0,1.0,1.0,1.0,2.0,19000.59,0.0
9554,201.0,0.0,0.0,1.0,5.0,0.0,9909.0,0.0
17493,225.0,3.0,0.0,1.0,7.0,1.0,0.0,0.0
5533,88.0,0.0,1.0,1.0,7.0,0.0,10050.0,0.0
11673,225.0,1.0,1.0,1.0,5.0,2.0,255.0,0.0
4,3.0,0.0,2.0,1.0,1.0,0.0,13910.0,0.0
4152,17.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
20022,20.0,6.0,2.0,1.0,9.0,0.0,54147.84,0.0
1927,29.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0
16687,106.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
14132,169.0,0.0,2.0,1.0,1.0,3.0,80738.54,0.0
14415,21.0,1.0,1.0,1.0,5.0,2.0,4331.96,0.0
19868,9.0,1.0,2.0,1.0,6.0,2.0,4658.4,0.0
10379,104.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0
2880,17.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
5839,322.0,1.0,0.0,1.0,1.0,0.0,4593.72,0.0
3381,110.0,6.0,1.0,1.0,2.0,2.0,2687.21,0.0
13562,80.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
9494,0.0,0.0,1.0,1.0,0.0,2.0,8115.68,0.0
20549,0.0,0.0,1.0,1.0,8.0,2.0,1005.0,0.0
4957,6.0,0.0,2.0,2.0,7.0,0.0,15873.75,0.0
13028,1.0,1.0,2.0,1.0,4.0,3.0,13200.0,0.0
17627,373.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0
18555,257.0,10.0,0.0,1.0,6.0,1.0,0.0,0.0
11305,65.0,1.0,1.0,1.0,2.0,2.0,16179.43,0.0
5720,20.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
14483,111.0,10.0,0.0,1.0,5.0,1.0,0.0,0.0
4620,3.0,0.0,2.0,1.0,6.0,0.0,71953.31,0.0
942,0.0,0.0,2.0,1.0,1.0,0.0,13286.27,0.0
19791,65.0,1.0,1.0,1.0,2.0,2.0,350.0,0.0
3235,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
3257,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
18170,204.0,10.0,0.0,1.0,4.0,2.0,124803.12,1.0
17956,88.0,1.0,1.0,1.0,3.0,2.0,4500.0,0.0
8368,173.0,1.0,1.0,1.0,5.0,2.0,1992.46,0.0
8627,0.0,0.0,2.0,1.0,0.0,0.0,26175.62,0.0
20527,294.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0
308,113.0,5.0,2.0,2.0,1.0,0.0,179151.35,0.0
1565,79.0,0.0,1.0,1.0,0.0,0.0,23205.12,0.0
12156,93.0,1.0,2.0,1.0,1.0,2.0,18319.5,0.0
6727,110.0,10.0,0.0,1.0,5.0,1.0,0.0,1.0
2135,4.0,0.0,2.0,1.0,1.0,0.0,13571.98,0.0
15705,51.0,0.0,2.0,1.0,7.0,2.0,30132.0,0.0
10861,37.0,1.0,1.0,1.0,0.0,2.0,1700.0,0.0
19579,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0
20405,110.0,0.0,1.0,1.0,1.0,2.0,18840.0,0.0
15355,1.0,1.0,2.0,1.0,7.0,0.0,21650.36,0.0
13169,117.0,1.0,1.0,1.0,2.0,2.0,305.6,0.0
15391,225.0,0.0,0.0,1.0,0.0,0.0,6150.0,0.0
3874,2.0,1.0,2.0,1.0,1.0,2.0,16174.0,0.0
18251,206.0,3.0,2.0,1.0,0.0,0.0,102314.1,0.0
7393,334.0,3.0,1.0,1.0,7.0,0.0,113766.86,0.0
2276,6.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
7072,76.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
12817,149.0,0.0,1.0,1.0,3.0,2.0,13611.5,0.0
16403,0.0,1.0,2.0,1.0,1.0,0.0,3166.0,0.0
13524,442.0,6.0,1.0,1.0,9.0,1.0,0.0,0.0
18293,1.0,3.0,1.0,1.0,2.0,0.0,25211.1,0.0
18460,0.0,0.0,1.0,1.0,1.0,0.0,11371.0,0.0
19665,6.0,1.0,2.0,1.0,1.0,0.0,22545.0,0.0
2623,93.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
5918,170.0,1.0,1.0,1.0,5.0,2.0,14420.0,0.0
12764,38.0,1.0,1.0,1.0,2.0,2.0,40.27,0.0
8534,243.0,5.0,1.0,1.0,0.0,0.0,499563.79,1.0
19967,55.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
231,44.0,1.0,1.0,1.0,1.0,0.0,5094.84,1.0
8371,225.0,1.0,0.0,1.0,5.0,2.0,12280.0,0.0
16124,0.0,1.0,0.0,1.0,1.0,0.0,14865.9,0.0
737,79.0,0.0,1.0,1.0,7.0,0.0,7477.82,0.0
2838,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0
15081,111.0,10.0,0.0,1.0,5.0,1.0,0.0,0.0
8216,249.0,3.0,0.0,1.0,2.0,0.0,22423.04,0.0
18616,401.0,0.0,2.0,2.0,11.0,0.0,276197.79,1.0
14057,320.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0
14249,264.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
16344,2.0,0.0,1.0,1.0,11.0,3.0,101045.67,0.0
15581,446.0,3.0,1.0,1.0,6.0,1.0,0.0,0.0
8301,48.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0
5705,327.0,3.0,0.0,1.0,13.0,0.0,741809.36,0.0
15090,93.0,1.0,2.0,1.0,4.0,2.0,52971.14,0.0
9513,3.0,0.0,2.0,1.0,1.0,2.0,7585.15,0.0
5935,105.0,5.0,0.0,1.0,5.0,2.0,84742.7,0.0
10187,362.0,2.0,1.0,1.0,2.0,0.0,33189.11,0.0
6495,4.0,0.0,1.0,1.0,0.0,2.0,5382.4,0.0
755,164.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
14642,264.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
20216,91.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
8119,110.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
14914,0.0,0.0,1.0,1.0,9.0,0.0,3160.11,0.0
8992,306.0,0.0,2.0,1.0,1.0,2.0,1460.0,0.0
18169,33.0,1.0,2.0,1.0,11.0,1.0,0.0,0.0
17284,56.0,0.0,1.0,1.0,4.0,0.0,262581.84,1.0
13693,225.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
6200,0.0,1.0,1.0,1.0,2.0,0.0,9970.91,0.0
16679,56.0,0.0,1.0,1.0,4.0,0.0,20661.07,1.0
69,0.0,0.0,1.0,1.0,1.0,0.0,8812.7,0.0
5367,225.0,1.0,0.0,1.0,5.0,2.0,262.0,0.0
8084,429.0,7.0,0.0,0.0,8.0,1.0,0.0,0.0
5682,101.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
19996,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
20787,79.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
13362,60.0,1.0,2.0,1.0,1.0,0.0,4141.86,0.0
1680,106.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
7557,190.0,1.0,1.0,1.0,7.0,0.0,10580.44,0.0
8569,55.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
9661,76.0,0.0,2.0,1.0,2.0,2.0,52525.23,0.0
5961,18.0,0.0,0.0,1.0,1.0,2.0,2245.0,0.0
2603,93.0,1.0,2.0,1.0,11.0,2.0,4483.34,0.0
19608,209.0,0.0,2.0,1.0,9.0,0.0,26234.36,1.0
13867,0.0,1.0,1.0,1.0,0.0,2.0,24937.39,0.0
7868,153.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
15692,65.0,7.0,0.0,0.0,6.0,1.0,0.0,0.0
5413,225.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
13733,225.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0
12697,225.0,10.0,0.0,0.0,7.0,1.0,0.0,0.0
17002,56.0,1.0,2.0,1.0,9.0,2.0,9600.99,0.0
12422,134.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
16038,373.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
11283,90.0,1.0,1.0,1.0,2.0,2.0,4198.05,0.0
10918,55.0,1.0,0.0,1.0,5.0,2.0,1300.0,0.0
8669,201.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
20141,41.0,0.0,2.0,1.0,9.0,2.0,68715.91,1.0
2283,4.0,0.0,1.0,1.0,0.0,0.0,9564.19,0.0
3732,93.0,1.0,1.0,1.0,5.0,2.0,5340.0,0.0
9045,28.0,1.0,0.0,1.0,1.0,2.0,3255.97,1.0
16795,79.0,0.0,2.0,1.0,0.0,0.0,44469.4,0.0
14065,225.0,1.0,0.0,1.0,5.0,2.0,205.0,0.0
15851,21.0,1.0,1.0,1.0,1.0,2.0,5874.54,0.0
8943,68.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
20245,197.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
15453,79.0,0.0,2.0,1.0,2.0,2.0,467058.14,0.0
20565,337.0,3.0,0.0,1.0,9.0,2.0,596500.5,0.0
17527,285.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0
6620,20.0,1.0,1.0,1.0,1.0,0.0,27758.64,0.0
15039,38.0,0.0,1.0,1.0,1.0,0.0,72868.0,1.0
5127,411.0,5.0,1.0,2.0,2.0,0.0,614104.2,0.0
9327,321.0,1.0,0.0,1.0,1.0,0.0,750.0,0.0
17285,5.0,0.0,1.0,1.0,7.0,0.0,2195.1,0.0
12756,55.0,0.0,1.0,1.0,1.0,2.0,28493.58,0.0
1545,10.0,1.0,2.0,1.0,11.0,0.0,21912.97,0.0
739,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0
11572,27.0,0.0,0.0,1.0,1.0,0.0,20063.0,0.0
10875,211.0,6.0,1.0,1.0,6.0,0.0,35994.75,1.0
1674,110.0,5.0,2.0,1.0,1.0,2.0,43451.07,0.0
2567,65.0,1.0,1.0,1.0,2.0,0.0,6993.5,0.0
13313,261.0,0.0,2.0,1.0,1.0,0.0,83453.96,1.0
6984,76.0,1.0,1.0,1.0,1.0,2.0,1200.0,0.0
6795,230.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0
11134,64.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
3518,223.0,5.0,1.0,2.0,1.0,2.0,3097.56,0.0
14432,435.0,0.0,1.0,1.0,1.0,0.0,8611.7,1.0
10546,53.0,1.0,1.0,1.0,1.0,2.0,2300.0,0.0
4732,241.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0
12679,64.0,0.0,1.0,1.0,2.0,0.0,4839.0,0.0
773,165.0,1.0,1.0,1.0,0.0,2.0,6359.8,0.0
865,40.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
8521,110.0,5.0,1.0,3.0,5.0,0.0,94054.3,0.0
5200,159.0,1.0,0.0,1.0,5.0,0.0,10026.42,0.0
18598,23.0,0.0,2.0,1.0,6.0,0.0,18689.68,1.0
641,111.0,1.0,1.0,1.0,5.0,0.0,7461.47,0.0
18,0.0,0.0,1.0,1.0,1.0,0.0,13342.02,0.0
15210,142.0,0.0,1.0,1.0,6.0,0.0,23374.8,0.0
11089,35.0,0.0,1.0,1.0,1.0,0.0,20376.0,0.0
3203,55.0,1.0,1.0,1.0,1.0,0.0,8407.9,0.0
7288,65.0,1.0,1.0,1.0,9.0,2.0,4603.2,0.0
12501,149.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0
5204,56.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
9057,1.0,1.0,1.0,1.0,0.0,2.0,5080.0,0.0
13708,72.0,3.0,2.0,1.0,13.0,0.0,69139.92,0.0
11177,44.0,0.0,1.0,1.0,1.0,0.0,6163.33,1.0
20396,62.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
16666,76.0,0.0,1.0,1.0,1.0,0.0,5010.18,0.0
6923,110.0,1.0,0.0,1.0,5.0,0.0,16716.24,0.0
3840,23.0,1.0,2.0,1.0,1.0,0.0,12151.3,1.0
17599,553.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0
11998,225.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0
11197,127.0,2.0,1.0,1.0,4.0,0.0,1851.36,0.0
9154,332.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0
13968,78.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0
17978,9.0,0.0,1.0,1.0,4.0,0.0,1166.44,1.0
12921,111.0,10.0,0.0,1.0,5.0,2.0,8207.5,1.0
6665,17.0,1.0,0.0,1.0,1.0,2.0,14550.94,0.0
3240,80.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
19558,86.0,0.0,2.0,1.0,9.0,1.0,0.0,0.0
3309,111.0,2.0,2.0,1.0,5.0,0.0,8848.45,0.0
10358,55.0,0.0,2.0,1.0,7.0,0.0,256526.2,1.0
363,0.0,0.0,2.0,1.0,3.0,0.0,632.86,0.0
14117,264.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
3723,110.0,0.0,1.0,1.0,2.0,0.0,3226.63,0.0
11017,23.0,1.0,1.0,1.0,2.0,2.0,7737.61,0.0
15480,51.0,0.0,2.0,1.0,2.0,3.0,129931.2,0.0
7670,64.0,0.0,2.0,1.0,1.0,0.0,20524.21,1.0
11789,225.0,6.0,0.0,1.0,2.0,0.0,37545.18,0.0
4726,323.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0
8738,18.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0
2940,122.0,1.0,1.0,1.0,5.0,2.0,1650.0,0.0
471,4.0,0.0,1.0,1.0,0.0,0.0,20534.07,0.0
1641,8.0,1.0,1.0,1.0,2.0,3.0,2385.0,0.0
19587,76.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0
18769,431.0,4.0,0.0,1.0,2.0,2.0,8400.5,0.0
19033,111.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0
15014,4.0,0.0,1.0,1.0,1.0,0.0,15394.08,0.0
1172,107.0,1.0,1.0,1.0,5.0,2.0,1399.7,0.0
4500,102.0,10.0,0.0,0.0,13.0,1.0,0.0,0.0
13465,15.0,1.0,2.0,1.0,2.0,2.0,2600.0,0.0
6085,385.0,10.0,0.0,1.0,13.0,0.0,11018749.58,0.0
14428,44.0,0.0,1.0,1.0,0.0,0.0,2328.2,1.0
9602,0.0,0.0,2.0,1.0,0.0,0.0,88019.8,0.0
19369,314.0,3.0,1.0,1.0,2.0,0.0,148442.47,0.0
16283,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
3364,2.0,1.0,1.0,1.0,2.0,2.0,4691.0,0.0
18675,23.0,1.0,1.0,1.0,11.0,0.0,9889.5,1.0
14789,7.0,0.0,2.0,1.0,9.0,3.0,34461.41,1.0
12665,225.0,1.0,0.0,1.0,2.0,2.0,3150.0,0.0
1410,0.0,0.0,2.0,1.0,0.0,0.0,13143.45,0.0
12479,75.0,1.0,2.0,1.0,2.0,2.0,9951.43,0.0
142,50.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
6666,110.0,1.0,0.0,1.0,2.0,0.0,1316.67,0.0
11332,7.0,1.0,2.0,1.0,6.0,0.0,26989.14,0.0
8634,23.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
17872,56.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
815,21.0,1.0,0.0,1.0,5.0,2.0,2174.0,0.0
6500,54.0,1.0,1.0,1.0,6.0,2.0,17810.93,0.0
7322,388.0,3.0,0.0,1.0,0.0,0.0,594455.01,0.0
2131,0.0,1.0,1.0,1.0,1.0,2.0,7092.35,0.0
1797,251.0,1.0,1.0,1.0,1.0,2.0,731.0,0.0
7727,67.0,1.0,0.0,1.0,9.0,0.0,3904.0,0.0
4575,142.0,0.0,1.0,1.0,7.0,0.0,45907.47,0.0
5190,0.0,0.0,1.0,1.0,1.0,0.0,8340.42,0.0
8167,108.0,5.0,1.0,1.0,2.0,2.0,17634.64,0.0
3122,44.0,0.0,1.0,1.0,0.0,0.0,7502.98,1.0
14045,114.0,0.0,2.0,1.0,6.0,0.0,100906.45,0.0
5365,4.0,1.0,1.0,1.0,5.0,0.0,32256.78,0.0
12410,264.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
4275,190.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
523,3.0,1.0,1.0,1.0,2.0,0.0,745.0,0.0
3089,6.0,1.0,1.0,1.0,1.0,2.0,45.0,0.0
16272,145.0,3.0,2.0,1.0,13.0,0.0,956967.55,1.0
11619,316.0,1.0,1.0,1.0,2.0,0.0,23887.82,0.0
20812,225.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0
1996,76.0,0.0,1.0,1.0,1.0,0.0,1592.1,0.0
5253,222.0,1.0,0.0,1.0,0.0,0.0,36377.94,0.0
18822,261.0,3.0,2.0,1.0,2.0,2.0,74216.82,0.0
1532,44.0,0.0,1.0,1.0,3.0,0.0,13707.08,0.0
11819,335.0,10.0,0.0,1.0,5.0,1.0,0.0,0.0
14954,33.0,0.0,2.0,1.0,1.0,0.0,4313.94,0.0
11602,225.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2831,0.0,1.0,2.0,1.0,5.0,0.0,13424.23,0.0
8269,48.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
9727,225.0,1.0,1.0,1.0,5.0,0.0,3600.0,0.0
7489,79.0,1.0,0.0,1.0,5.0,2.0,15788.57,0.0
12071,149.0,0.0,1.0,1.0,1.0,2.0,12964.67,0.0
13494,23.0,0.0,1.0,1.0,2.0,0.0,88090.29,1.0
15126,144.0,1.0,2.0,1.0,9.0,0.0,33061.0,0.0
18261,449.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0
15073,23.0,1.0,1.0,1.0,6.0,2.0,300.0,0.0
1299,111.0,0.0,1.0,1.0,5.0,0.0,7520.41,0.0
6273,24.0,3.0,0.0,1.0,13.0,0.0,7109.77,0.0
5499,104.0,0.0,2.0,2.0,1.0,2.0,3667.0,0.0
6447,225.0,1.0,0.0,1.0,7.0,2.0,7384.24,0.0
3276,19.0,0.0,0.0,1.0,0.0,0.0,3365.75,0.0
9294,394.0,1.0,0.0,1.0,1.0,0.0,592.36,0.0
6230,109.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
1480,88.0,0.0,1.0,1.0,0.0,0.0,1460.0,0.0
19102,94.0,1.0,2.0,1.0,1.0,2.0,10614.0,0.0
1601,0.0,0.0,2.0,1.0,0.0,0.0,9502.34,0.0
10151,190.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
5091,22.0,3.0,1.0,1.0,13.0,0.0,7399.94,0.0
